id_transacao,id_cliente,data_transacao,valor_transacao,categoria_transacao,metodo_pagamento
712,842,2023-01-30 15:00:00,44.06,Alimentação,Cartão de Débito
713,43,2023-01-30 16:00:00,638.58,Saúde,Cartão de Débito
714,556,2023-01-30 17:00:00,860.34,Entretenimento,Dinheiro
715,285,2023-01-30 18:00:00,351.32,Educação,Transferência Bancária
716,397,2023-01-30 19:00:00,396.39,Entretenimento,Transferência Bancária
717,12,2023-01-30 20:00:00,892.11,Saúde,Dinheiro
718,607,2023-01-30 21:00:00,815.47,Saúde,Transferência Bancária
719,302,2023-01-30 22:00:00,717.8,Entretenimento,Cartão de Crédito
720,898,2023-01-30 23:00:00,256.31,Saúde,Dinheiro
721,253,2023-01-31 00:00:00,911.11,Alimentação,Transferência Bancária
722,499,2023-01-31 01:00:00,162.87,Transporte,Cartão de Crédito
723,754,2023-01-31 02:00:00,630.5,Saúde,Transferência Bancária
724,35,2023-01-31 03:00:00,38.51,Saúde,Dinheiro
725,727,2023-01-31 04:00:00,647.28,Entretenimento,Transferência Bancária
726,849,2023-01-31 05:00:00,284.37,Alimentação,Cartão de Crédito
727,90,2023-01-31 06:00:00,455.18,Entretenimento,Cartão de Crédito
728,776,2023-01-31 07:00:00,351.81,Entretenimento,Cartão de Crédito
729,605,2023-01-31 08:00:00,181.03,Saúde,Transferência Bancária
730,922,2023-01-31 09:00:00,625.76,Alimentação,Dinheiro
731,970,2023-01-31 10:00:00,883.16,Saúde,Transferência Bancária
732,602,2023-01-31 11:00:00,959.49,Saúde,Cartão de Débito
733,418,2023-01-31 12:00:00,200.42,Saúde,Dinheiro
734,115,2023-01-31 13:00:00,720.2,Saúde,Cartão de Débito
735,617,2023-01-31 14:00:00,667.7,Transporte,Transferência Bancária
736,903,2023-01-31 15:00:00,349.94,Educação,Dinheiro
737,196,2023-01-31 16:00:00,28.91,Alimentação,Cartão de Débito
738,826,2023-01-31 17:00:00,692.89,Transporte,Transferência Bancária
739,501,2023-01-31 18:00:00,946.04,Educação,Dinheiro
740,626,2023-01-31 19:00:00,635.8,Educação,Cartão de Crédito
741,493,2023-01-31 20:00:00,440.94,Educação,Cartão de Crédito
742,75,2023-01-31 21:00:00,529.9,Transporte,Cartão de Crédito
743,413,2023-01-31 22:00:00,207.63,Alimentação,Cartão de Débito
744,376,2023-01-31 23:00:00,753.04,Entretenimento,Cartão de Débito
745,420,2023-02-01 00:00:00,748.96,Educação,Transferência Bancária
746,729,2023-02-01 01:00:00,154.06,Entretenimento,Cartão de Crédito
747,277,2023-02-01 02:00:00,879.2,Entretenimento,Cartão de Débito
748,761,2023-02-01 03:00:00,276.5,Saúde,Cartão de Crédito
749,676,2023-02-01 04:00:00,982.43,Entretenimento,Transferência Bancária
750,394,2023-02-01 05:00:00,389.07,Saúde,Dinheiro
751,869,2023-02-01 06:00:00,186.11,Alimentação,Cartão de Débito
752,457,2023-02-01 07:00:00,358.2,Alimentação,Cartão de Débito
753,920,2023-02-01 08:00:00,445.78,Saúde,Dinheiro
754,192,2023-02-01 09:00:00,78.61,Alimentação,Cartão de Débito
755,739,2023-02-01 10:00:00,582.44,Educação,Transferência Bancária
756,689,2023-02-01 11:00:00,601.66,Alimentação,Cartão de Débito
757,99,2023-02-01 12:00:00,741.54,Saúde,Cartão de Débito
758,548,2023-02-01 13:00:00,38.88,Educação,Dinheiro
759,978,2023-02-01 14:00:00,545.83,Entretenimento,Transferência Bancária
760,999,2023-02-01 15:00:00,62.38,Entretenimento,Cartão de Crédito
761,96,2023-02-01 16:00:00,704.13,Entretenimento,Cartão de Crédito
762,664,2023-02-01 17:00:00,65.17,Saúde,Dinheiro
763,663,2023-02-01 18:00:00,912.61,Entretenimento,Transferência Bancária
764,190,2023-02-01 19:00:00,705.06,Alimentação,Dinheiro
765,736,2023-02-01 20:00:00,512.32,Entretenimento,Dinheiro
766,37,2023-02-01 21:00:00,447.09,Transporte,Cartão de Crédito
767,780,2023-02-01 22:00:00,139.37,Transporte,Transferência Bancária
768,369,2023-02-01 23:00:00,298.09,Entretenimento,Transferência Bancária
769,695,2023-02-02 00:00:00,870.27,Entretenimento,Dinheiro
770,525,2023-02-02 01:00:00,905.41,Transporte,Cartão de Crédito
771,279,2023-02-02 02:00:00,10.74,Entretenimento,Transferência Bancária
772,217,2023-02-02 03:00:00,598.2,Educação,Dinheiro
773,867,2023-02-02 04:00:00,722.11,Transporte,Cartão de Débito
774,873,2023-02-02 05:00:00,622.56,Saúde,Cartão de Crédito
775,798,2023-02-02 06:00:00,90.86,Transporte,Transferência Bancária
776,273,2023-02-02 07:00:00,225.55,Alimentação,Transferência Bancária
777,881,2023-02-02 08:00:00,257.84,Educação,Transferência Bancária
778,62,2023-02-02 09:00:00,833.41,Saúde,Cartão de Crédito
779,596,2023-02-02 10:00:00,468.57,Entretenimento,Dinheiro
780,880,2023-02-02 11:00:00,491.96,Alimentação,Cartão de Débito
781,729,2023-02-02 12:00:00,935.54,Alimentação,Transferência Bancária
782,342,2023-02-02 13:00:00,640.72,Educação,Cartão de Crédito
783,397,2023-02-02 14:00:00,899.68,Saúde,Transferência Bancária
784,699,2023-02-02 15:00:00,461.94,Alimentação,Dinheiro
785,19,2023-02-02 16:00:00,157.94,Saúde,Cartão de Débito
786,177,2023-02-02 17:00:00,930.64,Saúde,Transferência Bancária
787,612,2023-02-02 18:00:00,464.12,Alimentação,Cartão de Crédito
788,396,2023-02-02 19:00:00,189.82,Saúde,Dinheiro
789,445,2023-02-02 20:00:00,309.37,Educação,Cartão de Débito
790,233,2023-02-02 21:00:00,60.29,Alimentação,Cartão de Crédito
791,915,2023-02-02 22:00:00,473.62,Educação,Transferência Bancária
792,76,2023-02-02 23:00:00,854.6,Educação,Cartão de Crédito
793,265,2023-02-03 00:00:00,934.24,Saúde,Cartão de Débito
794,455,2023-02-03 01:00:00,933.28,Saúde,Dinheiro
795,796,2023-02-03 02:00:00,133.98,Alimentação,Dinheiro
796,718,2023-02-03 03:00:00,388.23,Entretenimento,Transferência Bancária
797,735,2023-02-03 04:00:00,37.95,Alimentação,Transferência Bancária
798,384,2023-02-03 05:00:00,856.61,Educação,Transferência Bancária
799,564,2023-02-03 06:00:00,365.17,Saúde,Transferência Bancária
800,851,2023-02-03 07:00:00,634.81,Educação,Cartão de Débito
801,506,2023-02-03 08:00:00,717.75,Transporte,Transferência Bancária
802,367,2023-02-03 09:00:00,435.55,Transporte,Cartão de Crédito
803,144,2023-02-03 10:00:00,313.38,Educação,Cartão de Débito
804,885,2023-02-03 11:00:00,962.59,Entretenimento,Cartão de Débito
805,69,2023-02-03 12:00:00,964.84,Entretenimento,Transferência Bancária
806,99,2023-02-03 13:00:00,296.54,Alimentação,Cartão de Débito
807,396,2023-02-03 14:00:00,484.83,Alimentação,Cartão de Crédito
808,25,2023-02-03 15:00:00,973.12,Alimentação,Cartão de Débito
809,948,2023-02-03 16:00:00,14.82,Saúde,Cartão de Débito
810,891,2023-02-03 17:00:00,418.55,Entretenimento,Cartão de Crédito
811,469,2023-02-03 18:00:00,109.45,Educação,Cartão de Crédito
812,484,2023-02-03 19:00:00,514.07,Transporte,Cartão de Débito
813,565,2023-02-03 20:00:00,34.42,Entretenimento,Dinheiro
814,151,2023-02-03 21:00:00,412.83,Entretenimento,Cartão de Débito
815,144,2023-02-03 22:00:00,228.49,Entretenimento,Cartão de Crédito
816,569,2023-02-03 23:00:00,537.98,Alimentação,Cartão de Crédito
817,39,2023-02-04 00:00:00,996.03,Saúde,Cartão de Crédito
818,109,2023-02-04 01:00:00,802.53,Educação,Dinheiro
819,693,2023-02-04 02:00:00,847.19,Alimentação,Cartão de Crédito
820,42,2023-02-04 03:00:00,638.91,Saúde,Transferência Bancária
821,186,2023-02-04 04:00:00,51.14,Entretenimento,Transferência Bancária
822,935,2023-02-04 05:00:00,214.73,Saúde,Dinheiro
823,398,2023-02-04 06:00:00,925.81,Alimentação,Cartão de Crédito
824,223,2023-02-04 07:00:00,372.45,Entretenimento,Cartão de Crédito
825,634,2023-02-04 08:00:00,112.6,Alimentação,Transferência Bancária
826,133,2023-02-04 09:00:00,705.38,Educação,Transferência Bancária
827,163,2023-02-04 10:00:00,306.46,Entretenimento,Cartão de Débito
828,215,2023-02-04 11:00:00,276.17,Saúde,Dinheiro
829,733,2023-02-04 12:00:00,998.0,Alimentação,Cartão de Débito
830,235,2023-02-04 13:00:00,859.56,Transporte,Dinheiro
831,843,2023-02-04 14:00:00,413.86,Saúde,Cartão de Crédito
832,658,2023-02-04 15:00:00,980.46,Saúde,Cartão de Crédito
833,751,2023-02-04 16:00:00,653.61,Entretenimento,Dinheiro
834,588,2023-02-04 17:00:00,744.6,Saúde,Cartão de Débito
835,9,2023-02-04 18:00:00,41.2,Alimentação,Transferência Bancária
836,74,2023-02-04 19:00:00,130.39,Transporte,Dinheiro
837,954,2023-02-04 20:00:00,636.75,Educação,Dinheiro
838,492,2023-02-04 21:00:00,900.03,Transporte,Dinheiro
839,913,2023-02-04 22:00:00,627.51,Alimentação,Cartão de Crédito
840,253,2023-02-04 23:00:00,142.68,Entretenimento,Dinheiro
841,230,2023-02-05 00:00:00,124.6,Alimentação,Cartão de Crédito
842,519,2023-02-05 01:00:00,845.74,Saúde,Transferência Bancária
843,174,2023-02-05 02:00:00,147.91,Entretenimento,Transferência Bancária
844,653,2023-02-05 03:00:00,525.03,Educação,Cartão de Débito
845,168,2023-02-05 04:00:00,46.74,Educação,Cartão de Crédito
846,170,2023-02-05 05:00:00,89.86,Alimentação,Transferência Bancária
847,393,2023-02-05 06:00:00,675.62,Saúde,Transferência Bancária
848,946,2023-02-05 07:00:00,692.29,Educação,Cartão de Débito
849,795,2023-02-05 08:00:00,348.05,Transporte,Cartão de Débito
850,634,2023-02-05 09:00:00,223.45,Entretenimento,Cartão de Débito
851,194,2023-02-05 10:00:00,815.57,Transporte,Cartão de Crédito
852,517,2023-02-05 11:00:00,224.93,Educação,Dinheiro
853,29,2023-02-05 12:00:00,546.61,Educação,Cartão de Crédito
854,165,2023-02-05 13:00:00,968.53,Alimentação,Cartão de Débito
855,422,2023-02-05 14:00:00,156.37,Alimentação,Dinheiro
856,339,2023-02-05 15:00:00,941.47,Entretenimento,Transferência Bancária
857,648,2023-02-05 16:00:00,191.06,Alimentação,Cartão de Crédito
858,496,2023-02-05 17:00:00,571.77,Saúde,Cartão de Débito
859,365,2023-02-05 18:00:00,383.24,Entretenimento,Cartão de Débito
860,833,2023-02-05 19:00:00,965.28,Saúde,Dinheiro
861,342,2023-02-05 20:00:00,280.81,Alimentação,Cartão de Crédito
862,500,2023-02-05 21:00:00,405.66,Entretenimento,Transferência Bancária
863,657,2023-02-05 22:00:00,983.03,Educação,Transferência Bancária
864,511,2023-02-05 23:00:00,541.11,Transporte,Dinheiro
865,327,2023-02-06 00:00:00,507.6,Educação,Dinheiro
866,217,2023-02-06 01:00:00,265.2,Saúde,Transferência Bancária
867,301,2023-02-06 02:00:00,704.35,Educação,Dinheiro
868,132,2023-02-06 03:00:00,24.23,Educação,Dinheiro
869,804,2023-02-06 04:00:00,59.02,Transporte,Cartão de Crédito
870,70,2023-02-06 05:00:00,603.37,Transporte,Dinheiro
871,252,2023-02-06 06:00:00,348.26,Educação,Cartão de Débito
872,415,2023-02-06 07:00:00,953.78,Transporte,Cartão de Débito
873,787,2023-02-06 08:00:00,904.16,Educação,Cartão de Débito
874,445,2023-02-06 09:00:00,716.57,Entretenimento,Dinheiro
875,876,2023-02-06 10:00:00,819.96,Educação,Transferência Bancária
876,182,2023-02-06 11:00:00,670.66,Alimentação,Cartão de Débito
877,167,2023-02-06 12:00:00,134.33,Transporte,Cartão de Crédito
878,91,2023-02-06 13:00:00,767.89,Transporte,Dinheiro
879,714,2023-02-06 14:00:00,218.09,Saúde,Transferência Bancária
880,858,2023-02-06 15:00:00,330.21,Saúde,Transferência Bancária
881,531,2023-02-06 16:00:00,821.04,Alimentação,Dinheiro
882,39,2023-02-06 17:00:00,541.16,Transporte,Dinheiro
883,126,2023-02-06 18:00:00,861.34,Transporte,Cartão de Crédito
884,451,2023-02-06 19:00:00,220.9,Saúde,Dinheiro
885,173,2023-02-06 20:00:00,611.7,Saúde,Dinheiro
886,653,2023-02-06 21:00:00,92.95,Educação,Transferência Bancária
887,754,2023-02-06 22:00:00,646.63,Transporte,Cartão de Débito
888,220,2023-02-06 23:00:00,764.91,Transporte,Cartão de Débito
889,638,2023-02-07 00:00:00,589.08,Educação,Transferência Bancária
890,58,2023-02-07 01:00:00,273.57,Transporte,Dinheiro
891,660,2023-02-07 02:00:00,41.03,Alimentação,Cartão de Crédito
892,476,2023-02-07 03:00:00,128.25,Saúde,Cartão de Débito
893,456,2023-02-07 04:00:00,626.08,Saúde,Dinheiro
894,829,2023-02-07 05:00:00,935.08,Saúde,Cartão de Débito
895,895,2023-02-07 06:00:00,214.47,Entretenimento,Transferência Bancária
896,361,2023-02-07 07:00:00,737.68,Alimentação,Cartão de Débito
897,935,2023-02-07 08:00:00,867.79,Alimentação,Transferência Bancária
898,1,2023-02-07 09:00:00,525.67,Educação,Transferência Bancária
899,387,2023-02-07 10:00:00,672.57,Entretenimento,Transferência Bancária
900,973,2023-02-07 11:00:00,816.87,Transporte,Cartão de Crédito
901,348,2023-02-07 12:00:00,268.07,Alimentação,Dinheiro
902,190,2023-02-07 13:00:00,303.93,Entretenimento,Transferência Bancária
903,505,2023-02-07 14:00:00,10.62,Entretenimento,Transferência Bancária
904,191,2023-02-07 15:00:00,963.46,Alimentação,Cartão de Débito
905,508,2023-02-07 16:00:00,918.37,Educação,Dinheiro
906,369,2023-02-07 17:00:00,766.92,Entretenimento,Cartão de Crédito
907,409,2023-02-07 18:00:00,88.29,Saúde,Cartão de Crédito
908,824,2023-02-07 19:00:00,453.03,Entretenimento,Cartão de Débito
909,929,2023-02-07 20:00:00,110.87,Transporte,Cartão de Crédito
910,934,2023-02-07 21:00:00,25.76,Alimentação,Cartão de Débito
911,117,2023-02-07 22:00:00,620.02,Transporte,Dinheiro
912,134,2023-02-07 23:00:00,961.22,Educação,Cartão de Débito
913,58,2023-02-08 00:00:00,903.84,Saúde,Cartão de Débito
914,556,2023-02-08 01:00:00,699.79,Alimentação,Transferência Bancária
915,685,2023-02-08 02:00:00,105.67,Entretenimento,Cartão de Crédito
916,672,2023-02-08 03:00:00,281.42,Saúde,Dinheiro
917,173,2023-02-08 04:00:00,326.86,Entretenimento,Dinheiro
918,829,2023-02-08 05:00:00,765.52,Educação,Transferência Bancária
919,815,2023-02-08 06:00:00,804.23,Alimentação,Cartão de Débito
920,149,2023-02-08 07:00:00,391.26,Educação,Dinheiro
921,80,2023-02-08 08:00:00,423.71,Educação,Dinheiro
922,886,2023-02-08 09:00:00,54.06,Educação,Cartão de Débito
923,213,2023-02-08 10:00:00,296.25,Educação,Cartão de Débito
924,203,2023-02-08 11:00:00,456.77,Entretenimento,Dinheiro
925,764,2023-02-08 12:00:00,125.81,Transporte,Cartão de Débito
926,229,2023-02-08 13:00:00,458.73,Entretenimento,Cartão de Crédito
927,676,2023-02-08 14:00:00,854.64,Saúde,Dinheiro
928,227,2023-02-08 15:00:00,585.51,Educação,Cartão de Débito
929,659,2023-02-08 16:00:00,88.14,Saúde,Dinheiro
930,532,2023-02-08 17:00:00,199.75,Entretenimento,Dinheiro
931,441,2023-02-08 18:00:00,479.8,Educação,Transferência Bancária
932,402,2023-02-08 19:00:00,367.87,Entretenimento,Cartão de Crédito
933,47,2023-02-08 20:00:00,365.14,Educação,Cartão de Crédito
934,233,2023-02-08 21:00:00,533.97,Entretenimento,Transferência Bancária
935,305,2023-02-08 22:00:00,588.55,Alimentação,Transferência Bancária
936,526,2023-02-08 23:00:00,798.89,Transporte,Dinheiro
937,143,2023-02-09 00:00:00,347.56,Transporte,Cartão de Crédito
938,415,2023-02-09 01:00:00,807.41,Educação,Transferência Bancária
939,513,2023-02-09 02:00:00,345.23,Alimentação,Cartão de Débito
940,373,2023-02-09 03:00:00,64.88,Saúde,Dinheiro
941,566,2023-02-09 04:00:00,558.65,Alimentação,Cartão de Crédito
942,886,2023-02-09 05:00:00,592.02,Educação,Dinheiro
943,259,2023-02-09 06:00:00,935.19,Alimentação,Dinheiro
944,656,2023-02-09 07:00:00,728.8,Saúde,Cartão de Débito
945,471,2023-02-09 08:00:00,918.59,Educação,Cartão de Débito
946,953,2023-02-09 09:00:00,909.26,Transporte,Transferência Bancária
947,971,2023-02-09 10:00:00,608.53,Alimentação,Cartão de Débito
948,12,2023-02-09 11:00:00,532.48,Transporte,Cartão de Crédito
949,330,2023-02-09 12:00:00,561.87,Transporte,Transferência Bancária
950,736,2023-02-09 13:00:00,978.55,Entretenimento,Cartão de Crédito
951,784,2023-02-09 14:00:00,775.44,Saúde,Cartão de Crédito
952,968,2023-02-09 15:00:00,115.2,Alimentação,Transferência Bancária
953,358,2023-02-09 16:00:00,780.64,Transporte,Cartão de Débito
954,972,2023-02-09 17:00:00,178.83,Transporte,Dinheiro
955,408,2023-02-09 18:00:00,452.88,Saúde,Cartão de Débito
956,668,2023-02-09 19:00:00,218.36,Transporte,Cartão de Crédito
957,373,2023-02-09 20:00:00,692.69,Transporte,Cartão de Crédito
958,8,2023-02-09 21:00:00,878.54,Transporte,Transferência Bancária
959,122,2023-02-09 22:00:00,297.46,Transporte,Cartão de Crédito
960,348,2023-02-09 23:00:00,91.19,Entretenimento,Transferência Bancária
961,676,2023-02-10 00:00:00,305.51,Entretenimento,Transferência Bancária
962,90,2023-02-10 01:00:00,675.64,Educação,Cartão de Débito
963,648,2023-02-10 02:00:00,335.47,Alimentação,Cartão de Crédito
964,698,2023-02-10 03:00:00,285.33,Saúde,Cartão de Débito
965,316,2023-02-10 04:00:00,192.59,Educação,Dinheiro
966,178,2023-02-10 05:00:00,502.54,Entretenimento,Cartão de Débito
967,540,2023-02-10 06:00:00,283.19,Entretenimento,Cartão de Crédito
968,732,2023-02-10 07:00:00,733.7,Entretenimento,Dinheiro
969,869,2023-02-10 08:00:00,85.86,Educação,Cartão de Crédito
970,41,2023-02-10 09:00:00,667.39,Entretenimento,Dinheiro
971,740,2023-02-10 10:00:00,245.18,Educação,Cartão de Crédito
972,704,2023-02-10 11:00:00,494.39,Entretenimento,Cartão de Débito
973,923,2023-02-10 12:00:00,293.23,Transporte,Cartão de Crédito
974,502,2023-02-10 13:00:00,725.54,Transporte,Transferência Bancária
975,959,2023-02-10 14:00:00,945.85,Alimentação,Transferência Bancária
976,145,2023-02-10 15:00:00,917.91,Entretenimento,Cartão de Débito
977,201,2023-02-10 16:00:00,587.59,Alimentação,Cartão de Débito
978,929,2023-02-10 17:00:00,467.98,Educação,Dinheiro
979,724,2023-02-10 18:00:00,820.12,Alimentação,Cartão de Débito
980,461,2023-02-10 19:00:00,686.49,Entretenimento,Transferência Bancária
981,732,2023-02-10 20:00:00,191.73,Educação,Cartão de Débito
982,752,2023-02-10 21:00:00,822.71,Educação,Transferência Bancária
983,925,2023-02-10 22:00:00,434.6,Transporte,Cartão de Débito
984,909,2023-02-10 23:00:00,197.1,Educação,Transferência Bancária
985,558,2023-02-11 00:00:00,288.98,Educação,Dinheiro
986,547,2023-02-11 01:00:00,274.85,Alimentação,Cartão de Crédito
987,253,2023-02-11 02:00:00,524.01,Educação,Cartão de Crédito
988,390,2023-02-11 03:00:00,242.03,Saúde,Transferência Bancária
989,594,2023-02-11 04:00:00,132.33,Transporte,Cartão de Débito
990,883,2023-02-11 05:00:00,132.45,Transporte,Cartão de Débito
991,256,2023-02-11 06:00:00,587.44,Educação,Cartão de Crédito
992,709,2023-02-11 07:00:00,737.41,Alimentação,Transferência Bancária
993,815,2023-02-11 08:00:00,328.32,Transporte,Cartão de Débito
994,921,2023-02-11 09:00:00,44.3,Transporte,Cartão de Crédito
995,450,2023-02-11 10:00:00,135.95,Saúde,Transferência Bancária
996,10,2023-02-11 11:00:00,915.55,Educação,Dinheiro
997,824,2023-02-11 12:00:00,498.61,Transporte,Cartão de Débito
998,798,2023-02-11 13:00:00,459.04,Transporte,Cartão de Débito
999,242,2023-02-11 14:00:00,47.67,Transporte,Transferência Bancária
1000,251,2023-02-11 15:00:00,731.35,Transporte,Cartão de Crédito
1001,877,2023-02-11 16:00:00,532.79,Alimentação,Transferência Bancária
1002,5,2023-02-11 17:00:00,210.06,Entretenimento,Cartão de Crédito
1003,119,2023-02-11 18:00:00,118.97,Saúde,Transferência Bancária
1004,801,2023-02-11 19:00:00,389.55,Alimentação,Dinheiro
1005,374,2023-02-11 20:00:00,838.79,Saúde,Cartão de Débito
1006,65,2023-02-11 21:00:00,866.64,Transporte,Cartão de Crédito
1007,146,2023-02-11 22:00:00,606.82,Saúde,Dinheiro
1008,224,2023-02-11 23:00:00,730.26,Educação,Transferência Bancária
1009,239,2023-02-12 00:00:00,124.0,Educação,Cartão de Crédito
1010,177,2023-02-12 01:00:00,592.24,Entretenimento,Cartão de Crédito
1011,779,2023-02-12 02:00:00,670.3,Entretenimento,Dinheiro
1012,853,2023-02-12 03:00:00,208.71,Saúde,Transferência Bancária
1013,282,2023-02-12 04:00:00,881.35,Alimentação,Dinheiro
1014,63,2023-02-12 05:00:00,203.05,Alimentação,Transferência Bancária
1015,217,2023-02-12 06:00:00,320.34,Transporte,Dinheiro
1016,854,2023-02-12 07:00:00,624.35,Alimentação,Dinheiro
1017,827,2023-02-12 08:00:00,641.97,Entretenimento,Dinheiro
1018,795,2023-02-12 09:00:00,702.39,Alimentação,Dinheiro
1019,689,2023-02-12 10:00:00,120.89,Transporte,Transferência Bancária
1020,461,2023-02-12 11:00:00,850.97,Educação,Cartão de Débito
1021,929,2023-02-12 12:00:00,537.52,Alimentação,Dinheiro
1022,610,2023-02-12 13:00:00,476.61,Alimentação,Transferência Bancária
1023,105,2023-02-12 14:00:00,981.29,Entretenimento,Cartão de Débito
1024,99,2023-02-12 15:00:00,742.97,Saúde,Cartão de Crédito
1025,511,2023-02-12 16:00:00,126.83,Educação,Cartão de Crédito
1026,385,2023-02-12 17:00:00,758.97,Saúde,Dinheiro
1027,405,2023-02-12 18:00:00,104.3,Transporte,Cartão de Crédito
1028,823,2023-02-12 19:00:00,37.2,Transporte,Dinheiro
1029,518,2023-02-12 20:00:00,409.59,Saúde,Dinheiro
1030,476,2023-02-12 21:00:00,993.64,Entretenimento,Cartão de Débito
1031,977,2023-02-12 22:00:00,183.14,Entretenimento,Cartão de Crédito
1032,709,2023-02-12 23:00:00,675.92,Entretenimento,Dinheiro
1033,863,2023-02-13 00:00:00,181.66,Educação,Cartão de Crédito
1034,645,2023-02-13 01:00:00,727.54,Transporte,Cartão de Débito
1035,870,2023-02-13 02:00:00,510.3,Transporte,Cartão de Crédito
1036,771,2023-02-13 03:00:00,683.17,Transporte,Cartão de Débito
1037,437,2023-02-13 04:00:00,210.84,Educação,Cartão de Débito
1038,23,2023-02-13 05:00:00,748.17,Transporte,Cartão de Débito
1039,997,2023-02-13 06:00:00,995.66,Saúde,Dinheiro
1040,565,2023-02-13 07:00:00,668.99,Alimentação,Transferência Bancária
1041,677,2023-02-13 08:00:00,498.55,Educação,Dinheiro
1042,714,2023-02-13 09:00:00,923.94,Alimentação,Cartão de Crédito
1043,458,2023-02-13 10:00:00,25.69,Saúde,Dinheiro
1044,83,2023-02-13 11:00:00,732.62,Entretenimento,Dinheiro
1045,145,2023-02-13 12:00:00,889.86,Entretenimento,Transferência Bancária
1046,85,2023-02-13 13:00:00,71.06,Entretenimento,Cartão de Crédito
1047,78,2023-02-13 14:00:00,455.56,Educação,Cartão de Débito
1048,457,2023-02-13 15:00:00,212.67,Entretenimento,Cartão de Débito
1049,878,2023-02-13 16:00:00,570.85,Educação,Cartão de Crédito
1050,1,2023-02-13 17:00:00,653.05,Educação,Dinheiro
1051,51,2023-02-13 18:00:00,309.6,Alimentação,Transferência Bancária
1052,685,2023-02-13 19:00:00,465.38,Entretenimento,Transferência Bancária
1053,717,2023-02-13 20:00:00,286.55,Transporte,Cartão de Crédito
1054,772,2023-02-13 21:00:00,375.7,Entretenimento,Cartão de Crédito
1055,446,2023-02-13 22:00:00,167.94,Entretenimento,Dinheiro
1056,449,2023-02-13 23:00:00,886.7,Entretenimento,Transferência Bancária
1057,881,2023-02-14 00:00:00,19.91,Transporte,Cartão de Crédito
1058,488,2023-02-14 01:00:00,883.59,Transporte,Dinheiro
1059,800,2023-02-14 02:00:00,575.96,Educação,Dinheiro
1060,34,2023-02-14 03:00:00,338.34,Transporte,Cartão de Crédito
1061,348,2023-02-14 04:00:00,725.83,Educação,Transferência Bancária
1062,95,2023-02-14 05:00:00,512.67,Alimentação,Cartão de Débito
1063,72,2023-02-14 06:00:00,504.12,Educação,Dinheiro
1064,551,2023-02-14 07:00:00,119.04,Entretenimento,Cartão de Débito
1065,154,2023-02-14 08:00:00,395.62,Saúde,Dinheiro
1066,250,2023-02-14 09:00:00,248.65,Saúde,Transferência Bancária
1067,674,2023-02-14 10:00:00,25.54,Entretenimento,Cartão de Débito
1068,438,2023-02-14 11:00:00,366.5,Educação,Cartão de Crédito
1069,118,2023-02-14 12:00:00,98.92,Entretenimento,Dinheiro
1070,771,2023-02-14 13:00:00,264.26,Transporte,Cartão de Crédito
1071,891,2023-02-14 14:00:00,101.59,Educação,Cartão de Crédito
1072,306,2023-02-14 15:00:00,109.93,Entretenimento,Transferência Bancária
1073,268,2023-02-14 16:00:00,207.02,Transporte,Cartão de Crédito
1074,961,2023-02-14 17:00:00,999.85,Transporte,Dinheiro
1075,54,2023-02-14 18:00:00,12.16,Educação,Cartão de Crédito
1076,236,2023-02-14 19:00:00,642.29,Alimentação,Cartão de Crédito
1077,389,2023-02-14 20:00:00,149.83,Alimentação,Dinheiro
1078,990,2023-02-14 21:00:00,921.42,Transporte,Cartão de Crédito
1079,734,2023-02-14 22:00:00,102.7,Alimentação,Transferência Bancária
1080,763,2023-02-14 23:00:00,955.51,Transporte,Dinheiro
1081,825,2023-02-15 00:00:00,614.82,Alimentação,Transferência Bancária
1082,401,2023-02-15 01:00:00,11.26,Transporte,Cartão de Crédito
1083,624,2023-02-15 02:00:00,895.07,Transporte,Cartão de Débito
1084,767,2023-02-15 03:00:00,526.49,Transporte,Transferência Bancária
1085,303,2023-02-15 04:00:00,270.04,Transporte,Transferência Bancária
1086,919,2023-02-15 05:00:00,769.61,Saúde,Cartão de Crédito
1087,207,2023-02-15 06:00:00,927.4,Alimentação,Cartão de Débito
1088,229,2023-02-15 07:00:00,488.85,Transporte,Dinheiro
1089,853,2023-02-15 08:00:00,322.4,Entretenimento,Cartão de Débito
1090,910,2023-02-15 09:00:00,791.06,Educação,Dinheiro
1091,578,2023-02-15 10:00:00,684.97,Entretenimento,Cartão de Crédito
1092,75,2023-02-15 11:00:00,889.86,Entretenimento,Cartão de Débito
1093,435,2023-02-15 12:00:00,695.59,Saúde,Cartão de Crédito
1094,103,2023-02-15 13:00:00,251.09,Alimentação,Transferência Bancária
1095,422,2023-02-15 14:00:00,932.34,Saúde,Cartão de Débito
1096,704,2023-02-15 15:00:00,113.79,Alimentação,Dinheiro
1097,764,2023-02-15 16:00:00,275.26,Transporte,Transferência Bancária
1098,738,2023-02-15 17:00:00,524.99,Saúde,Dinheiro
1099,806,2023-02-15 18:00:00,570.08,Educação,Transferência Bancária
1100,306,2023-02-15 19:00:00,25.16,Alimentação,Dinheiro
1101,98,2023-02-15 20:00:00,782.77,Saúde,Dinheiro
1102,850,2023-02-15 21:00:00,367.99,Educação,Cartão de Crédito
1103,798,2023-02-15 22:00:00,412.35,Entretenimento,Transferência Bancária
1104,335,2023-02-15 23:00:00,811.28,Transporte,Cartão de Crédito
1105,859,2023-02-16 00:00:00,385.49,Transporte,Cartão de Crédito
